Checked,InvoiceID,LogDate,LogDateOnly,LogTime,New_Quantity,Old_Quantity,P_ID,Product_Cost,Product_Details,Product_Price,Sold_Quantity,StockLogID,StockType,Total_Cost,Total_Price,Total_Profit,Username,isReturned
True,83,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 14:19:45,47,48,499,$0.70,Stick for Covers,$3.00,1,12,Sale,0,0,0,elie,False
True,85,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 14:36:46,0,1,536,$75.00,Wireless Speaker NDR-A55 1800W 15Inch,$95.00,1,13,Sale,0,0,0,roy,False
True,85,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 14:36:46,0,1,519,$11.50,Tripod Professional Camera Tripod NP-3180S NeePho,$20.00,1,14,Sale,0,0,0,roy,False
True,87,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 15:35:01,4,5,454,$8.00,Samsung Original Charger 45W PD,$15.00,1,15,Sale,0,0,0,roy,False
True,92,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 18:54:24,9,10,836,$1.50,Case iPhone 16 Pro Max,$7.00,1,16,Sale,0,0,0,roy,False
True,95,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 19:24:29,3,4,517,$3.75,Tranyoo PD Fast Charger Type-C to IP 20W TP1,$10.00,1,17,Sale,0,0,0,roy,False
True,96,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 19:25:37,0,1,120,$8.00,Apple Original USB-C to IP Cable(1m),$15.00,1,18,Sale,0,0,0,roy,False
True,98,2025-04-12 00:00:00,2025-04-12 00:00:00,1899-12-30 20:17:57,5,6,117,$10.00,Apple Original Earpods USBC,$15.00,1,19,Sale,0,0,0,roy,False
True,107,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 08:41:33,9,10,212,$8.50,Geek Bar B5000 50mg/ml Nicotine,$10.00,1,20,Sale,0,0,0,roy,False
True,111,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 10:01:39,3,4,118,$19.00,Apple Original USB-C 20W Power Adapter,$25.00,1,21,Sale,0,0,0,elie,False
True,112,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 10:09:40,4,5,844,$3.75,XO-L119 iPhone,$12.00,1,22,Sale,0,0,0,roy,False
True,126,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 13:09:03,8,9,94,$1.25,Lens Shield - iPhone 13,$5.00,1,23,Sale,0,0,0,melanie,False
True,139,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 19:57:39,2,3,80,$1.25,Camera Lens iPhone 16 | 16 Plus,$7.00,1,24,Sale,0,0,0,roy,False
True,139,2025-04-14 00:00:00,2025-04-14 00:00:00,1899-12-30 19:57:40,11,12,838,$1.50,Case iPhone 16,$7.00,1,25,Sale,0,0,0,roy,False
True,145,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 12:30:03,2,3,191,$6.50,Earldom Universal Desktop Mobile Phone holder EH187,$12.00,1,26,Sale,0,0,0,roy,False
True,145,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 12:30:03,0,1,120,$8.00,Apple Original USB-C to IP Cable(1m),$1.00,1,27,Sale,0,0,0,roy,False
True,153,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 16:50:47,2,3,813,$3.50,Case iPhone 15,$10.00,1,28,Sale,0,0,0,roy,False
True,156,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 19:11:58,11,12,839,$1.50,Case iPhone 15 Pro Max,$7.00,1,29,Sale,0,0,0,roy,False
True,157,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 19:43:52,2,3,737,$1.25,Kakusiga Data Cable Type-C to iPhone 1M PD60W KSC-808,$5.00,1,30,Sale,0,0,0,roy,False
True,158,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 19:46:23,2,3,118,$19.00,Apple Original USB-C 20W Power Adapter,$25.00,1,31,Sale,0,0,0,roy,False
True,158,2025-04-15 00:00:00,2025-04-15 00:00:00,1899-12-30 19:46:23,7,8,119,$8.00,Apple Original USB-C to USB-C Charge Cable (1m),$15.00,1,32,Sale,0,0,0,roy,False
True,177,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 12:14:12,6,7,119,$8.00,Apple Original USB-C to USB-C Charge Cable (1m),$15.00,1,33,Sale,0,0,0,melanie,False
True,177,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 12:14:12,3,4,844,$3.75,XO-L119 iPhone,$12.00,1,34,Sale,0,0,0,melanie,False
True,184,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 14:09:47,6,7,773,$3.50,Case iPhone 14 Pro,$10.00,1,35,Sale,0,0,0,elie,False
True,184,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 14:09:48,1,2,588,$7.00,XO XO-EP70 Half-in-ear Earphones With iPhone Port,$15.00,1,36,Sale,0,0,0,elie,False
True,184,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 14:09:48,18,19,765,$0.65,Cable x88 USB-A to USB-C,$6.00,1,37,Sale,0,0,0,elie,False
True,184,2025-04-16 00:00:00,2025-04-16 00:00:00,1899-12-30 14:09:48,432,433,464,$1.50,Screen Protection Privacy,$7.00,1,38,Sale,0,0,0,elie,False
True,206,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 09:05:37,1,2,445,$146.00,Samsung Galaxy A16 SM-A165F 6gb | 128gb,$156.00,1,39,Sale,0,0,0,roy,False
True,206,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 09:05:52,0,1,445,$146.00,Samsung Galaxy A16 SM-A165F 6gb | 128gb,$156.00,1,40,Sale,0,0,0,roy,False
True,207,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 09:11:45,1,2,445,$146.00,Samsung Galaxy A16 SM-A165F 6gb | 128gb,$155.00,1,41,Sale,0,0,0,roy,False
True,209,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 09:43:25,2,3,808,$3.50,Case iPhone 16 Pro Max,$10.00,1,42,Sale,0,0,0,elie,False
True,213,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 11:16:37,0,1,256,$35.00,IQOS ILUMA ONE AZURE BLUE,$35.00,1,43,Sale,0,0,0,elie,False
True,213,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 11:16:37,22,32,918,$2.17,Silver,$2.67,10,44,Sale,0,0,0,elie,False
True,217,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 13:21:27,0,1,632,$8.50,Kingston 128 GB 100 MB/S Memory Card,$15.00,1,45,Sale,0,0,0,roy,False
True,218,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 14:01:01,6,7,590,$3.50,Borofone iPhone to 3.5mm Digital Audio Conversion Cable BL19,$10.00,1,46,Sale,0,0,0,maro,False
True,218,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 14:01:01,1,2,899,$0.00,Bavin Car Mobile Mount PS-07,$12.00,1,47,Sale,0,0,0,maro,False
True,222,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 16:34:50,5,6,590,$3.50,Borofone iPhone to 3.5mm Digital Audio Conversion Cable BL19,$10.00,1,48,Sale,0,0,0,maro,False
True,226,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 17:54:25,4,5,35,$3.50,Case iPhone 13 Pro Max,$10.00,1,49,Sale,0,0,0,MARO,False
True,226,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 17:54:25,250,251,463,$1.25,Screen Protection Luminous,$5.00,1,50,Sale,0,0,0,MARO,False
True,227,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 19:53:22,14,15,692,$1.50,Case iPhone 14 Pro Max,$7.00,1,51,Sale,0,0,0,MARO,False
True,227,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 19:53:22,5,6,837,$1.50,Case iPhone 16 Pro,$7.00,1,52,Sale,0,0,0,MARO,False
True,227,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 19:53:22,15,16,697,$1.50,Case iPhone 13 Pro,$7.00,1,53,Sale,0,0,0,MARO,False
True,228,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 20:39:41,10,11,101,$1.25,Lens Shield - iPhone 15 Pro,$5.00,1,54,Sale,0,0,0,maro,False
True,225,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 22:43:28,9,10,829,$3.50,Case iPhone 14,$10.00,1,55,Sale,0,0,0,roy,False
True,226,2025-04-17 00:00:00,2025-04-17 00:00:00,1899-12-30 22:50:49,2,3,296,$36.00,IQOS ILUMA,$45.00,1,56,Sale,0,0,0,roy,False
True,229,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 10:12:13,8,9,584,$5.50,Kakusiga PD30W QC3.0 Car Charger + Type C to iPhone KSC-856,$15.00,1,57,Sale,0,0,0,roy,False
True,231,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 11:21:12,7,8,848,$3.60,Sonny Angel Hippers,$15.00,1,58,Sale,0,0,0,roy,False
True,238,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 16:47:51,30,31,921,$2.17,Oasis Pearl,$2.70,1,59,Sale,0,0,0,roy,False
True,239,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 16:48:46,5,6,736,$0.65,Cable x88 USB-A to Micro USB,$6.00,1,60,Sale,0,0,0,roy,False
True,241,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 17:07:22,6,7,704,$1.50,Case iPhone 11 Pro,$7.00,1,61,Sale,0,0,0,roy,False
True,244,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 17:50:12,9,10,849,$2.00,XO-L78 USB-A Double Port,$8.00,1,62,Sale,0,0,0,roy,False
True,245,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 18:00:57,3,4,35,$3.50,Case iPhone 13 Pro Max,$10.00,1,63,Sale,0,0,0,maro,False
True,245,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 18:00:57,2,3,900,$5.00,Car Charger Full Agreement UC-04,$10.00,1,64,Sale,0,0,0,maro,False
True,246,2025-04-18 00:00:00,2025-04-18 00:00:00,1899-12-30 18:30:11,11,13,455,$15.00,Samsung Original Charger 45W PD Adapter C to C,$25.00,2,65,Sale,0,0,0,MARO,False
True,257,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 12:31:32,13,14,966,$1.50,Clear Protection iPhone XR/11,$5.00,1,66,Sale,0,0,0,melanie,False
True,257,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 12:31:32,10,11,988,$1.50,Clear Protection Samsung S25 Ultra,$7.00,1,67,Sale,0,0,0,melanie,False
True,259,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 14:20:14,3,4,589,$1.50,Charging Data Cable USB-A to iPhone BX21,$6.00,1,68,Sale,0,0,0,elie,False
True,263,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 15:01:57,14,15,107,$1.25,Airpods Silicone Case,$5.00,1,69,Sale,0,0,0,melanie,False
True,264,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 15:09:00,5,6,137,$3.75,Borofone BX51 USBC to USBC,$12.00,1,70,Sale,0,0,0,melanie,False
True,268,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 18:29:39,1,2,844,$3.75,XO-L119 iPhone,$12.00,1,71,Sale,0,0,0,elie,False
True,269,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 18:34:47,0,1,851,$5.00,Wireless Mouse R545 - Black,$10.00,1,72,Sale,0,0,0,elie,False
True,273,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 19:41:41,16,17,924,$2.17,Sienna,$2.70,1,73,Sale,0,0,0,roy,False
True,273,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 19:41:41,32,33,922,$2.17,Purple,$2.70,1,74,Sale,0,0,0,roy,False
True,274,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 19:52:53,6,7,848,$3.60,Sonny Angel Hippers,$15.00,1,75,Sale,0,0,0,roy,False
True,275,2025-04-19 00:00:00,2025-04-19 00:00:00,1899-12-30 21:38:52,44,45,917,$2.17,Turquoise,$2.70,1,76,Sale,0,0,0,roy,False
True,281,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 10:44:37,12,13,840,$1.50,Case iPhone 15 Pro,$7.00,1,77,Sale,0,0,0,elie,False
True,284,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 16:13:18,1,2,592,$7.50,Kingston Data Traveler Exodia Onyx 128 GB USB 3.2,$15.00,1,78,Sale,0,0,0,elie,False
True,285,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 16:43:39,45,47,499,$0.70,Stick for Covers,$3.00,2,79,Sale,0,0,0,jenny,False
True,290,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 18:53:58,4,5,142,$3.50,Borofone USBC to Aux Cable BL19,$10.00,1,80,Sale,0,0,0,maro,False
True,299,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:46:40,3,4,304,$10.00,Kakusiga BT5.3 FM Transmitter 5 Port-2TypeC-3USB KSC1069,$22.00,1,81,Sale,0,0,0,maro,False
True,300,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:51:38,18,22,918,$2.17,Silver,$2.67,4,82,Sale,0,0,0,maro,False
True,301,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:53:07,0,1,592,$7.50,Kingston Data Traveler Exodia Onyx 128 GB USB 3.2,$15.00,1,83,Sale,0,0,0,maro,False
True,301,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:53:07,4,5,666,$1.50,Case Samsung A16,$5.00,1,84,Sale,0,0,0,maro,False
True,302,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:53:45,0,1,593,$15.50,Kingston Data Traveler Exodia Onyx 256 GB USB 3.2,$27.00,1,85,Sale,0,0,0,maro,False
True,303,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:54:33,0,1,305,$12.00,Kakusiga Cat Ear Wireless Headphones - KSC-839,$25.00,1,86,Sale,0,0,0,maro,False
True,304,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:56:05,14,15,697,$1.50,Case iPhone 13 Pro,$7.00,1,87,Sale,0,0,0,maro,False
True,304,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 21:56:05,0,1,95,$1.25,Lens Shield - iPhone 13 Pro,$5.00,1,88,Sale,0,0,0,maro,False
True,305,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 22:11:07,43,44,917,$2.17,Turquoise,$2.67,1,89,Sale,0,0,0,maro,False
True,306,2025-04-21 00:00:00,2025-04-21 00:00:00,1899-12-30 22:37:32,13,14,697,$1.50,Case iPhone 13 Pro,$7.00,1,90,Sale,0,0,0,maro,False
True,310,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 08:45:10,1,2,710,$3.50,Case Samsung Z Fold 6,$10.00,1,91,Sale,0,0,0,elie,False
True,327,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 14:21:24,6,7,524,$2.25,Watch Band Box - Spigen - 44 | 45 | 49 mm,$6.00,1,92,Sale,0,0,0,elie,False
True,328,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 16:03:08,0,1,144,$8.50,Bowling Game NO.ZY1905,$23.00,1,93,Sale,0,0,0,elie,False
True,328,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 16:03:09,0,1,412,$11.00,Police Car Special City Hero,$25.00,1,94,Sale,0,0,0,elie,False
True,330,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 16:20:42,0,1,985,$1.50,Clear Protection Samsung S23 Ultra,$5.00,1,95,Sale,0,0,0,jenny,False
True,331,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 16:23:04,42,43,917,$2.17,Turquoise,$2.67,1,96,Sale,0,0,0,elie,False
True,332,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 16:27:33,28,30,921,$2.17,Oasis Pearl,$2.67,2,97,Sale,0,0,0,jenny,False
True,341,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 18:37:29,0,1,318,$62.00,Keslect Kr2 Smart Watch,$72.00,1,98,Sale,0,0,0,jenny,False
True,343,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 19:25:30,0,2,737,$1.25,Kakusiga Data Cable USB-A to iPhone 1M PD60W KSC-808,$5.00,2,99,Sale,0,0,0,roy,False
True,343,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 19:25:30,12,13,1074,$0.80,Clear Case iPhone 16 Pro Max,$5.00,1,100,Sale,0,0,0,roy,False
True,343,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 19:25:30,31,32,922,$2.17,Purple,$2.67,1,101,Sale,0,0,0,roy,False
True,357,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 22:31:07,43,45,499,$0.70,Stick for Covers,$3.00,2,102,Sale,0,0,0,roy,False
True,357,2025-04-22 00:00:00,2025-04-22 00:00:00,1899-12-30 22:31:07,0,1,844,$3.75,XO-L119 iPhone,$12.00,1,103,Sale,0,0,0,roy,False
True,371,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 12:17:55,8,9,1035,$1.75,Privacy Protection iPhone 12 Pro Max,$7.00,1,104,Sale,0,0,0,elie,False
True,373,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 12:43:07,5,6,812,$3.50,Case iPhone 15 Pro Max,$10.00,1,105,Sale,0,0,0,elie,False
True,387,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 15:59:28,16,17,967,$1.50,Clear Protection iPhone 16 Pro Max,$7.00,1,106,Sale,0,0,0,ELIE,False
True,387,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 15:59:28,8,9,836,$1.50,Case iPhone 16 Pro Max,$5.00,1,107,Sale,0,0,0,ELIE,False
True,390,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 16:09:43,84,85,595,$0.80,Clippers Lighter,$1.10,1,108,Sale,0,0,0,ELIE,False
True,389,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 16:10:29,4,5,736,$0.65,Cable x88 USB-A to Micro USB,$6.00,1,109,Sale,0,0,0,roy,False
True,396,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 17:39:16,6,7,881,$1.25,Camera Lens Small Box 15 / 15 Plus,$5.00,1,110,Sale,0,0,0,roy,False
True,408,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 19:09:14,15,16,924,$2.17,Sienna,$2.67,1,111,Sale,0,0,0,MARO,False
True,408,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 19:09:15,30,31,922,$2.17,Purple,$2.67,1,112,Sale,0,0,0,MARO,False
True,410,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 20:01:27,5,6,795,$5.00,Case iPhone 16 Pro Max,$12.00,1,113,Sale,0,0,0,MARO,False
True,410,2025-04-23 00:00:00,2025-04-23 00:00:00,1899-12-30 20:01:27,42,43,499,$0.70,Stick for Covers,$3.00,1,114,Sale,0,0,0,MARO,False
True,424,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 09:09:50,40,42,917,$2.17,Turquoise,$2.67,2,115,Sale,0,0,0,elie,False
True,430,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 10:41:12,10,11,1070,$0.80,Clear Case iPhone 13,$5.00,1,116,Sale,0,0,0,jenny,False
True,440,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 14:36:49,5,6,1068,$0.80,Clear Case iPhone 13 Pro Max,$5.00,1,117,Sale,0,0,0,roy,False
True,445,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 16:37:15,2,3,971,$1.50,Clear Protection Samsung Note 20,$5.00,1,118,Sale,0,0,0,elie,False
True,445,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 16:37:16,3,4,978,$1.50,Clear Protection Samsung S21 Ultra,$5.00,1,119,Sale,0,0,0,elie,False
True,446,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 17:06:13,39,40,917,$2.17,Turquoise,$2.67,1,120,Sale,0,0,0,jenny,False
True,447,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 17:28:35,6,7,937,$1.57,Purple,$2.02,1,121,Sale,0,0,0,jenny,False
True,448,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 18:31:48,1,2,537,$14.00,Wiwu Bag 14 Inch,$25.00,1,122,Sale,0,0,0,jenny,False
True,449,2025-04-24 00:00:00,2025-04-24 00:00:00,1899-12-30 19:50:02,17,18,765,$0.65,Cable x88 USB-A to USB-C,$6.00,1,123,Sale,0,0,0,jenny,False
True,466,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 12:04:43,14,15,1072,$0.80,Clear Case iPhone 14 Pro,$5.00,1,124,Sale,0,0,0,elie,False
True,468,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 12:59:32,18,19,992,$1.50,Clear Protection iPhone 15,$5.00,1,125,Sale,0,0,0,elie,False
True,468,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 12:59:32,5,6,1065,$0.80,Clear Case iPhone 12 Pro Max,$5.00,1,126,Sale,0,0,0,elie,False
True,468,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 12:59:32,0,1,1059,$0.80,Clear Case iPhone 15,$5.00,1,127,Sale,0,0,0,elie,False
True,469,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 13:34:15,38,39,917,$2.17,Turquoise,$2.67,1,128,Sale,0,0,0,jenny,False
True,474,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 15:27:08,16,17,765,$0.65,Cable x88 USB-A to USB-C,$6.00,1,129,Sale,0,0,0,roy,False
True,474,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 15:27:08,7,9,198,$0.75,Finger Sleeves Pubg Fingers,$3.00,2,130,Sale,0,0,0,roy,False
True,474,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 15:27:08,41,42,499,$0.70,Stick for Covers,$3.00,1,131,Sale,0,0,0,roy,False
True,477,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 15:36:02,4,5,667,$1.50,Case Samsung A15,$5.00,1,132,Sale,0,0,0,elie,False
True,480,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 17:15:14,16,17,924,$2.17,Sienna,$2.67,1,133,Sale,0,0,0,roy,False
True,485,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 20:05:52,5,6,848,$3.60,Sonny Angel Hippers,$8.00,1,134,Sale,0,0,0,jenny,False
True,486,2025-04-25 00:00:00,2025-04-25 00:00:00,1899-12-30 20:35:50,34,38,917,$2.17,Turquoise,$2.67,4,135,Sale,0,0,0,jenny,False
True,499,2025-04-26 00:00:00,2025-04-26 00:00:00,1899-12-30 13:15:25,1,2,494,$8.50,Sonoff S26R2 Wi-fi Smart Plug,$15.00,1,136,Sale,0,0,0,roy,False
True,507,2025-04-26 00:00:00,2025-04-26 00:00:00,1899-12-30 16:17:13,33,34,917,$2.17,Turquoise,$2.67,1,137,Sale,0,0,0,elie,False
True,506,2025-04-26 00:00:00,2025-04-26 00:00:00,1899-12-30 16:17:40,15,16,924,$2.17,Sienna,$2.67,1,138,Sale,0,0,0,MARO,False
True,510,2025-04-26 00:00:00,2025-04-26 00:00:00,1899-12-30 17:12:37,15,16,765,$0.65,Cable x88 USB-A to USB-C,$6.00,1,139,Sale,0,0,0,maro,False
True,540,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 12:25:05,32,33,917,$2.17,Turquoise,$2.67,1,140,Sale,0,0,0,roy,False
True,544,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 13:14:14,6,7,87,$1.75,Camera Lens S23 Ultra,$8.00,1,141,Sale,0,0,0,melanie,False
True,548,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 13:46:05,7,8,1035,$1.75,Privacy Protection iPhone 12 Pro Max,$7.00,1,142,Sale,0,0,0,roy,False
True,552,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 15:29:53,27,28,921,$2.17,Oasis Pearl,$2.67,1,143,Sale,0,0,0,elie,False
True,552,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 15:29:53,0,1,285,$50.00,IQOS ILUMA SUNSET RED,$50.00,1,144,Sale,0,0,0,elie,False
True,553,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 15:45:26,12,13,697,$1.50,Case iPhone 13 Pro,$5.00,1,145,Sale,0,0,0,elie,False
True,558,2025-04-28 00:00:00,2025-04-28 00:00:00,1899-12-30 16:55:34,3,5,908,$4.00,Writing Tablet 10 inch,$8.00,2,146,Sale,0,0,0,elie,False
